match_date,Venue,GF,GA,xG,xGA
2022-08-07,Home,0,2,0.5,2.2
2022-08-14,Away,0,1,2.1,1.3
2022-08-21,Home,0,2,0.8,1.7
2022-08-28,Away,1,0,0.6,0.5
2022-08-31,Home,1,1,1.2,0.6
2022-09-03,Away,1,2,1.1,0.9
2022-09-18,Away,0,1,1.0,0.4
2022-10-01,Home,2,0,0.9,0.7
2022-10-09,Home,3,1,2.4,0.7
2022-10-16,Away,1,1,1.7,0.5
2022-10-19,Away,0,1,1.7,1.7
2022-10-24,Home,2,0,1.9,0.4
2022-10-30,Away,0,1,1.1,1.2
2022-11-06,Home,1,2,0.3,1.0
2022-11-12,Home,0,2,1.4,1.8
2022-12-26,Away,1,3,1.0,2.1
2022-12-30,Home,0,2,1.3,1.6
2023-01-04,Away,2,2,1.4,1.6
2023-01-14,Away,0,1,1.1,0.9
2023-01-21,Home,2,0,2.2,0.5
2023-02-04,Away,1,1,1.0,1.0
2023-02-11,Home,1,1,1.3,1.1
2023-02-19,Away,0,2,0.5,1.5
2023-02-25,Home,4,0,2.7,0.4
2023-03-04,Away,0,4,0.3,3.5
2023-03-12,Home,1,1,2.1,1.5
2023-04-02,Home,1,0,1.4,0.3
2023-04-05,Home,1,5,1.0,3.3
2023-04-08,Away,1,0,1.1,0.7
2023-04-16,Home,2,2,1.8,2.7
2023-04-23,Away,4,0,2.4,1.5
2023-04-26,Home,1,2,0.8,1.9
2023-04-29,Away,3,4,1.7,2.1
2023-05-03,Away,0,3,0.4,2.3
2023-05-07,Home,1,0,1.3,1.2
2023-05-14,Away,0,2,0.2,3.4
2023-05-21,Home,3,1,2.1,0.9
2023-05-28,Away,1,2,1.4,1.4
